Date,State_Name,veg_id,veg_name,whole_price,retail_price,shop_mall_price,unit_val,Vegetable_Image
2023-06-02,Bihar,corianderleaves,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
2023-06-02,Bihar,corn,Corn,27,31 - 34,32 - 45,1kg,resource/images/vegetables/corn-64.png
2023-06-02,Bihar,cucumber,Cucumber,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cucumber-64.png
2023-06-02,Bihar,curryleaves,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
2023-06-02,Bihar,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2023-06-02,Bihar,drumsticks,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
2023-06-02,Bihar,brinjal,Brinjal,22,25 - 28,26 - 36,1kg,resource/images/vegetables/brinjal-64.png
2023-06-02,Bihar,brinjalbig,Brinjal (Big),23,26 - 29,28 - 38,1kg,resource/images/vegetables/brinjalbig-64.png
2023-06-02,Bihar,elephantyam,Elephant Yam,26,30 - 33,31 - 43,1kg,resource/images/vegetables/elephantyam-64.png
2023-06-02,Bihar,fenugreekleaves,Fenugreek Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/fenugreekleaves-64.png
2023-06-02,Bihar,frenchbeans,French Beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/frenchbeans-64.png
2023-06-02,Bihar,garlic,Garlic,65,75 - 83,78 - 107,1kg,resource/images/vegetables/garlic-64.png
2023-06-02,Bihar,ginger,Ginger,53,61 - 67,64 - 87,1kg,resource/images/vegetables/ginger-64.png
2023-06-02,Bihar,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2023-06-02,Bihar,greenpeas,Green Peas,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenpeas-64.png
2023-06-02,Bihar,ivygourd,Ivy Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/ivygourd-64.png
2023-06-02,Bihar,lemon,Lemon (Lime),51,59 - 65,61 - 84,1kg,resource/images/vegetables/lemon-64.png
2023-06-02,Bihar,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2023-06-02,Bihar,mintleaves,Mint Leaves,3,3 - 4,4 - 5,1kg,resource/images/vegetables/mintleaves-64.png
2023-06-02,Bihar,mushroom,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2023-06-02,Bihar,mustardleaves,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2023-06-02,Bihar,ladiesfinger,Ladies Finger,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ladiesfinger-64.png
2023-06-02,Bihar,pumpkin,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2023-06-02,Bihar,radish,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
2023-06-02,Bihar,ridgegourd,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
2023-06-02,Bihar,shallot,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,resource/images/vegetables/shallot-64.png
2023-06-02,Bihar,snakegourd,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
2023-06-02,Bihar,sorrelleaves,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
2023-06-02,Bihar,spinach,Spinach,16,18 - 20,19 - 26,1kg,resource/images/vegetables/spinach-64.png
2023-06-02,Bihar,sweetpotato,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2023-06-03,Bihar,onionbig,Onion Big,20,23 - 25,24 - 33,1kg,resource/images/vegetables/onionbig-64.png
2023-06-03,Bihar,onionsmall,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2023-06-03,Bihar,tomato,Tomato,23,26 - 29,28 - 38,1kg,resource/images/vegetables/tomato-64.png
2023-06-03,Bihar,greenchili,Green Chilli,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenchili-64.png
2023-06-03,Bihar,beetroot,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
2023-06-03,Bihar,potato,Potato,28,32 - 36,34 - 46,1kg,resource/images/vegetables/potato-64.png
2023-06-03,Bihar,plantain,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
2023-06-03,Bihar,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2023-06-03,Bihar,amla,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2023-06-03,Bihar,ashgourd,Ash gourd,20,23 - 25,24 - 33,1kg,resource/images/vegetables/ashgourd-64.png
2023-06-03,Bihar,babycorn,Baby Corn,55,63 - 70,66 - 91,1kg,resource/images/vegetables/babycorn-64.png
2023-06-03,Bihar,bananaflower,Banana Flower,21,24 - 27,25 - 35,1kg,resource/images/vegetables/bananaflower-64.png
2023-06-03,Bihar,capsicum,Capsicum,46,53 - 58,55 - 76,1kg,resource/images/vegetables/capsicum-64.png
2023-06-03,Bihar,bittergourd,Bitter Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bittergourd-64.png
2023-06-03,Bihar,bottlegourd,Bottle Gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/bottlegourd-64.png
2023-06-03,Bihar,butterbeans,Butter Beans,47,54 - 60,56 - 78,1kg,resource/images/vegetables/butterbeans-64.png
2023-06-03,Bihar,broadbeans,Broad Beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/broadbeans-64.png
2023-06-03,Bihar,cabbage,Cabbage,15,17 - 19,18 - 25,1kg,resource/images/vegetables/cabbage-64.png
2023-06-03,Bihar,carrot,Carrot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/carrot-64.png
2023-06-03,Bihar,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2023-06-03,Bihar,clusterbeans,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2023-06-03,Bihar,coconut,Coconut,26,30 - 33,31 - 43,1kg,resource/images/vegetables/coconut-64.png
2023-06-03,Bihar,colocasialeaves,Colocasia Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/colocasialeaves-64.png
2023-06-03,Bihar,colocasia,Colocasia,23,26 - 29,28 - 38,1kg,resource/images/vegetables/colocasia-64.png
2023-06-03,Bihar,corianderleaves,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
2023-06-03,Bihar,corn,Corn,27,31 - 34,32 - 45,1kg,resource/images/vegetables/corn-64.png
2023-06-03,Bihar,cucumber,Cucumber,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cucumber-64.png
2023-06-03,Bihar,curryleaves,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
2023-06-03,Bihar,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2023-06-03,Bihar,drumsticks,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
2023-06-03,Bihar,brinjal,Brinjal,22,25 - 28,26 - 36,1kg,resource/images/vegetables/brinjal-64.png
2023-06-03,Bihar,brinjalbig,Brinjal (Big),23,26 - 29,28 - 38,1kg,resource/images/vegetables/brinjalbig-64.png
2023-06-03,Bihar,elephantyam,Elephant Yam,26,30 - 33,31 - 43,1kg,resource/images/vegetables/elephantyam-64.png
2023-06-03,Bihar,fenugreekleaves,Fenugreek Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/fenugreekleaves-64.png
2023-06-03,Bihar,frenchbeans,French Beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/frenchbeans-64.png
2023-06-03,Bihar,garlic,Garlic,65,75 - 83,78 - 107,1kg,resource/images/vegetables/garlic-64.png
2023-06-03,Bihar,ginger,Ginger,53,61 - 67,64 - 87,1kg,resource/images/vegetables/ginger-64.png
2023-06-03,Bihar,oniongreen,Onion Green,38,44 - 48,46 - 63,1kg,resource/images/vegetables/oniongreen-64.png
2023-06-03,Bihar,greenpeas,Green Peas,85,98 - 108,102 - 140,1kg,resource/images/vegetables/greenpeas-64.png
2023-06-03,Bihar,ivygourd,Ivy Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/ivygourd-64.png
2023-06-03,Bihar,lemon,Lemon (Lime),51,59 - 65,61 - 84,1kg,resource/images/vegetables/lemon-64.png
2023-06-03,Bihar,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2023-06-03,Bihar,mintleaves,Mint Leaves,3,3 - 4,4 - 5,1kg,resource/images/vegetables/mintleaves-64.png
2023-06-03,Bihar,mushroom,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2023-06-03,Bihar,mustardleaves,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2023-06-03,Bihar,ladiesfinger,Ladies Finger,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ladiesfinger-64.png
2023-06-03,Bihar,pumpkin,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2023-06-03,Bihar,radish,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
2023-06-03,Bihar,ridgegourd,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
2023-06-03,Bihar,shallot,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg,resource/images/vegetables/shallot-64.png
2023-06-03,Bihar,snakegourd,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
2023-06-03,Bihar,sorrelleaves,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
2023-06-03,Bihar,spinach,Spinach,16,18 - 20,19 - 26,1kg,resource/images/vegetables/spinach-64.png
2023-06-03,Bihar,sweetpotato,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2023-06-04,Bihar,onionbig,Onion Big,20,23 - 25,24 - 33,1kg,resource/images/vegetables/onionbig-64.png
2023-06-04,Bihar,onionsmall,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2023-06-04,Bihar,tomato,Tomato,28,32 - 36,34 - 46,1kg,resource/images/vegetables/tomato-64.png
2023-06-04,Bihar,greenchili,Green Chilli,39,45 - 50,47 - 64,1kg,resource/images/vegetables/greenchili-64.png
2023-06-04,Bihar,beetroot,Beetroot,32,37 - 41,38 - 53,1kg,resource/images/vegetables/beetroot-64.png
2023-06-04,Bihar,potato,Potato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/potato-64.png
2023-06-04,Bihar,plantain,Raw Banana (Plantain),12,14 - 15,14 - 20,1kg,resource/images/vegetables/plantain-64.png
2023-06-04,Bihar,amaranthleaves,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2023-06-04,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2023-06-04,Bihar,ashgourd,Ash gourd,25,29 - 32,30 - 41,1kg,resource/images/vegetables/ashgourd-64.png
2023-06-04,Bihar,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2023-06-04,Bihar,bananaflower,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
2023-06-04,Bihar,capsicum,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
2023-06-04,Bihar,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2023-06-04,Bihar,bottlegourd,Bottle Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/bottlegourd-64.png
2023-06-04,Bihar,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2023-06-04,Bihar,broadbeans,Broad Beans,39,45 - 50,47 - 64,1kg,resource/images/vegetables/broadbeans-64.png
2023-06-04,Bihar,cabbage,Cabbage,13,15 - 17,16 - 21,1kg,resource/images/vegetables/cabbage-64.png
2023-06-04,Bihar,carrot,Carrot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/carrot-64.png
2023-06-04,Bihar,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2023-06-04,Bihar,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2023-06-04,Bihar,coconut,Coconut,27,31 - 34,32 - 45,1kg,resource/images/vegetables/coconut-64.png
2023-06-04,Bihar,colocasialeaves,Colocasia Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/colocasialeaves-64.png
2023-06-04,Bihar,colocasia,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
2023-06-04,Bihar,corianderleaves,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
2023-06-04,Bihar,corn,Corn,28,32 - 36,34 - 46,1kg,resource/images/vegetables/corn-64.png
2023-06-04,Bihar,cucumber,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2023-06-04,Bihar,curryleaves,Curry Leaves,26,30 - 33,31 - 43,1kg,resource/images/vegetables/curryleaves-64.png
2023-06-04,Bihar,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2023-06-04,Bihar,drumsticks,Drumsticks,60,69 - 76,72 - 99,1kg,resource/images/vegetables/drumsticks-64.png
2023-06-04,Bihar,brinjal,Brinjal,20,23 - 25,24 - 33,1kg,resource/images/vegetables/brinjal-64.png
2023-06-04,Bihar,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2023-06-04,Bihar,elephantyam,Elephant Yam,29,33 - 37,35 - 48,1kg,resource/images/vegetables/elephantyam-64.png
2023-06-04,Bihar,fenugreekleaves,Fenugreek Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/fenugreekleaves-64.png
2023-06-04,Bihar,frenchbeans,French Beans,47,54 - 60,56 - 78,1kg,resource/images/vegetables/frenchbeans-64.png
2023-06-04,Bihar,garlic,Garlic,70,81 - 89,84 - 116,1kg,resource/images/vegetables/garlic-64.png
2023-06-04,Bihar,ginger,Ginger,53,61 - 67,64 - 87,1kg,resource/images/vegetables/ginger-64.png
2023-06-04,Bihar,oniongreen,Onion Green,41,47 - 52,49 - 68,1kg,resource/images/vegetables/oniongreen-64.png
2023-06-04,Bihar,greenpeas,Green Peas,82,94 - 104,98 - 135,1kg,resource/images/vegetables/greenpeas-64.png
2023-06-04,Bihar,ivygourd,Ivy Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/ivygourd-64.png
2023-06-04,Bihar,lemon,Lemon (Lime),53,61 - 67,64 - 87,1kg,resource/images/vegetables/lemon-64.png
2023-06-04,Bihar,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2023-06-04,Bihar,mintleaves,Mint Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/mintleaves-64.png
2023-06-04,Bihar,mushroom,Mushroom,88,101 - 112,106 - 145,1kg,resource/images/vegetables/mushroom-64.png
2023-06-04,Bihar,mustardleaves,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2023-06-04,Bihar,ladiesfinger,Ladies Finger,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ladiesfinger-64.png
2023-06-04,Bihar,pumpkin,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2023-06-04,Bihar,radish,Radish,25,29 - 32,30 - 41,1kg,resource/images/vegetables/radish-64.png
2023-06-04,Bihar,ridgegourd,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
2023-06-04,Bihar,shallot,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
2023-06-04,Bihar,snakegourd,Snake Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/snakegourd-64.png
2023-06-04,Bihar,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
2023-06-04,Bihar,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2023-06-04,Bihar,sweetpotato,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2023-06-05,Bihar,onionbig,Onion Big,20,23 - 25,24 - 33,1kg,resource/images/vegetables/onionbig-64.png
2023-06-05,Bihar,onionsmall,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2023-06-05,Bihar,tomato,Tomato,28,32 - 36,34 - 46,1kg,resource/images/vegetables/tomato-64.png
2023-06-05,Bihar,greenchili,Green Chilli,39,45 - 50,47 - 64,1kg,resource/images/vegetables/greenchili-64.png
2023-06-05,Bihar,beetroot,Beetroot,32,37 - 41,38 - 53,1kg,resource/images/vegetables/beetroot-64.png
2023-06-05,Bihar,potato,Potato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/potato-64.png
2023-06-05,Bihar,plantain,Raw Banana (Plantain),12,14 - 15,14 - 20,1kg,resource/images/vegetables/plantain-64.png
2023-06-05,Bihar,amaranthleaves,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
2023-06-05,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2023-06-05,Bihar,ashgourd,Ash gourd,25,29 - 32,30 - 41,1kg,resource/images/vegetables/ashgourd-64.png
2023-06-05,Bihar,babycorn,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2023-06-05,Bihar,bananaflower,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
2023-06-05,Bihar,capsicum,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
2023-06-05,Bihar,bittergourd,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
2023-06-05,Bihar,bottlegourd,Bottle Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/bottlegourd-64.png
2023-06-05,Bihar,butterbeans,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
2023-06-05,Bihar,broadbeans,Broad Beans,39,45 - 50,47 - 64,1kg,resource/images/vegetables/broadbeans-64.png
2023-06-05,Bihar,cabbage,Cabbage,13,15 - 17,16 - 21,1kg,resource/images/vegetables/cabbage-64.png
2023-06-05,Bihar,carrot,Carrot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/carrot-64.png
2023-06-05,Bihar,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2023-06-05,Bihar,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2023-06-05,Bihar,coconut,Coconut,27,31 - 34,32 - 45,1kg,resource/images/vegetables/coconut-64.png
2023-06-05,Bihar,colocasialeaves,Colocasia Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/colocasialeaves-64.png
2023-06-05,Bihar,colocasia,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
2023-06-05,Bihar,corianderleaves,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
2023-06-05,Bihar,corn,Corn,28,32 - 36,34 - 46,1kg,resource/images/vegetables/corn-64.png
2023-06-05,Bihar,cucumber,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2023-06-05,Bihar,curryleaves,Curry Leaves,26,30 - 33,31 - 43,1kg,resource/images/vegetables/curryleaves-64.png
2023-06-05,Bihar,dillleaves,Dill Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/dillleaves-64.png
2023-06-05,Bihar,drumsticks,Drumsticks,60,69 - 76,72 - 99,1kg,resource/images/vegetables/drumsticks-64.png
2023-06-05,Bihar,brinjal,Brinjal,20,23 - 25,24 - 33,1kg,resource/images/vegetables/brinjal-64.png
2023-06-05,Bihar,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2023-06-05,Bihar,elephantyam,Elephant Yam,29,33 - 37,35 - 48,1kg,resource/images/vegetables/elephantyam-64.png
2023-06-05,Bihar,fenugreekleaves,Fenugreek Leaves,8,9 - 10,10 - 13,1kg,resource/images/vegetables/fenugreekleaves-64.png
2023-06-05,Bihar,frenchbeans,French Beans,47,54 - 60,56 - 78,1kg,resource/images/vegetables/frenchbeans-64.png
2023-06-05,Bihar,garlic,Garlic,70,81 - 89,84 - 116,1kg,resource/images/vegetables/garlic-64.png
2023-06-05,Bihar,ginger,Ginger,53,61 - 67,64 - 87,1kg,resource/images/vegetables/ginger-64.png
2023-06-05,Bihar,oniongreen,Onion Green,41,47 - 52,49 - 68,1kg,resource/images/vegetables/oniongreen-64.png
2023-06-05,Bihar,greenpeas,Green Peas,82,94 - 104,98 - 135,1kg,resource/images/vegetables/greenpeas-64.png
2023-06-05,Bihar,ivygourd,Ivy Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/ivygourd-64.png
2023-06-05,Bihar,lemon,Lemon (Lime),53,61 - 67,64 - 87,1kg,resource/images/vegetables/lemon-64.png
2023-06-05,Bihar,mangoraw,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2023-06-05,Bihar,mintleaves,Mint Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/mintleaves-64.png
2023-06-05,Bihar,mushroom,Mushroom,88,101 - 112,106 - 145,1kg,resource/images/vegetables/mushroom-64.png
2023-06-05,Bihar,mustardleaves,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2023-06-05,Bihar,ladiesfinger,Ladies Finger,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ladiesfinger-64.png
2023-06-05,Bihar,pumpkin,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2023-06-05,Bihar,radish,Radish,25,29 - 32,30 - 41,1kg,resource/images/vegetables/radish-64.png
2023-06-05,Bihar,ridgegourd,Ridge Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ridgegourd-64.png
2023-06-05,Bihar,shallot,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
2023-06-05,Bihar,snakegourd,Snake Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/snakegourd-64.png
2023-06-05,Bihar,sorrelleaves,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
2023-06-05,Bihar,spinach,Spinach,17,20 - 22,20 - 28,1kg,resource/images/vegetables/spinach-64.png
2023-06-05,Bihar,sweetpotato,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2023-06-06,Bihar,onionbig,Onion Big,20,23 - 25,24 - 33,1kg,resource/images/vegetables/onionbig-64.png
2023-06-06,Bihar,onionsmall,Onion Small,48,55 - 61,58 - 79,1kg,resource/images/vegetables/onionsmall-64.png
2023-06-06,Bihar,tomato,Tomato,32,37 - 41,38 - 53,1kg,resource/images/vegetables/tomato-64.png
2023-06-06,Bihar,greenchili,Green Chilli,42,48 - 53,50 - 69,1kg,resource/images/vegetables/greenchili-64.png
2023-06-06,Bihar,beetroot,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
2023-06-06,Bihar,potato,Potato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/potato-64.png
2023-06-06,Bihar,plantain,Raw Banana (Plantain),10,12 - 13,12 - 17,1kg,resource/images/vegetables/plantain-64.png
2023-06-06,Bihar,amaranthleaves,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2023-06-06,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2023-06-06,Bihar,ashgourd,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
2023-06-06,Bihar,babycorn,Baby Corn,67,77 - 85,80 - 111,1kg,resource/images/vegetables/babycorn-64.png
2023-06-06,Bihar,bananaflower,Banana Flower,21,24 - 27,25 - 35,1kg,resource/images/vegetables/bananaflower-64.png
2023-06-06,Bihar,capsicum,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
2023-06-06,Bihar,bittergourd,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2023-06-06,Bihar,bottlegourd,Bottle Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/bottlegourd-64.png
2023-06-06,Bihar,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2023-06-06,Bihar,broadbeans,Broad Beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/broadbeans-64.png
2023-06-06,Bihar,cabbage,Cabbage,16,18 - 20,19 - 26,1kg,resource/images/vegetables/cabbage-64.png
2023-06-06,Bihar,carrot,Carrot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/carrot-64.png
2023-06-06,Bihar,cauliflower,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
2023-06-06,Bihar,clusterbeans,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
2023-06-06,Bihar,coconut,Coconut,23,26 - 29,28 - 38,1kg,resource/images/vegetables/coconut-64.png
2023-06-06,Bihar,colocasialeaves,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
2023-06-06,Bihar,colocasia,Colocasia,24,28 - 30,29 - 40,1kg,resource/images/vegetables/colocasia-64.png
2023-06-06,Bihar,corianderleaves,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
2023-06-06,Bihar,corn,Corn,27,31 - 34,32 - 45,1kg,resource/images/vegetables/corn-64.png
2023-06-06,Bihar,cucumber,Cucumber,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cucumber-64.png
2023-06-06,Bihar,curryleaves,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
2023-06-06,Bihar,dillleaves,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2023-06-06,Bihar,drumsticks,Drumsticks,60,69 - 76,72 - 99,1kg,resource/images/vegetables/drumsticks-64.png
2023-06-06,Bihar,brinjal,Brinjal,28,32 - 36,34 - 46,1kg,resource/images/vegetables/brinjal-64.png
